image,lambda,alpha,true0est0,true1est1,true0est1,true1est0,total,F
2.0,1.5777777777777777,0.045000000000000005,822.0,19.0,0.0,29.0,870.0,0.6880000000000001
2.0,1.5777777777777777,0.05,822.0,16.0,0.0,32.0,870.0,0.6557377049180327
2.0,1.7888888888888888,0.005,822.0,40.0,0.0,8.0,870.0,0.9220779220779222
2.0,1.7888888888888888,0.01,822.0,31.0,0.0,17.0,870.0,0.8368794326241135
2.0,1.7888888888888888,0.015000000000000001,822.0,31.0,0.0,17.0,870.0,0.8368794326241135
2.0,1.7888888888888888,0.02,822.0,28.0,0.0,20.0,870.0,0.7761194029850745
2.0,1.7888888888888888,0.025,822.0,22.0,0.0,26.0,870.0,0.71875
2.0,1.7888888888888888,0.030000000000000002,822.0,22.0,0.0,26.0,870.0,0.71875
2.0,1.7888888888888888,0.035,822.0,22.0,0.0,26.0,870.0,0.71875
2.0,1.7888888888888888,0.04,822.0,22.0,0.0,26.0,870.0,0.71875
2.0,1.7888888888888888,0.045000000000000005,822.0,22.0,0.0,26.0,870.0,0.71875
2.0,1.7888888888888888,0.05,822.0,22.0,0.0,26.0,870.0,0.71875
2.0,2.0,0.005,817.0,38.0,5.0,10.0,870.0,0.8500000000000001
2.0,2.0,0.01,822.0,32.0,0.0,16.0,870.0,0.8450704225352113
2.0,2.0,0.015000000000000001,822.0,32.0,0.0,16.0,870.0,0.8450704225352113
2.0,2.0,0.02,822.0,32.0,0.0,16.0,870.0,0.8285714285714285
2.0,2.0,0.025,822.0,22.0,0.0,26.0,870.0,0.71875
2.0,2.0,0.030000000000000002,822.0,22.0,0.0,26.0,870.0,0.71875
2.0,2.0,0.035,822.0,21.0,0.0,27.0,870.0,0.7086614173228347
2.0,2.0,0.04,822.0,21.0,0.0,27.0,870.0,0.7086614173228347
2.0,2.0,0.045000000000000005,822.0,22.0,0.0,26.0,870.0,0.71875
2.0,2.0,0.05,822.0,22.0,0.0,26.0,870.0,0.71875
3.0,0.1,0.005,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.1,0.01,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.1,0.015000000000000001,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.1,0.02,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.1,0.025,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.1,0.030000000000000002,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.1,0.035,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.1,0.04,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.1,0.045000000000000005,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.1,0.05,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.3111111111111111,0.005,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,0.3111111111111111,0.01,835.0,18.0,0.0,17.0,870.0,0.832116788321168
3.0,0.3111111111111111,0.015000000000000001,835.0,14.0,0.0,21.0,870.0,0.5454545454545454
3.0,0.3111111111111111,0.02,835.0,12.0,0.0,23.0,870.0,0.4615384615384615
3.0,0.3111111111111111,0.025,835.0,1.0,0.0,34.0,870.0,0.11764705882352941
3.0,0.3111111111111111,0.030000000000000002,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.3111111111111111,0.035,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.3111111111111111,0.04,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.3111111111111111,0.045000000000000005,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.3111111111111111,0.05,835.0,0.0,0.0,35.0,870.0,0.0
3.0,0.5222222222222221,0.005,835.0,28.0,0.0,7.0,870.0,0.9189189189189189
3.0,0.5222222222222221,0.01,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,0.5222222222222221,0.015000000000000001,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,0.5222222222222221,0.02,835.0,20.0,0.0,15.0,870.0,0.8489208633093526
3.0,0.5222222222222221,0.025,835.0,18.0,0.0,17.0,870.0,0.8235294117647058
3.0,0.5222222222222221,0.030000000000000002,835.0,15.0,0.0,20.0,870.0,0.5840707964601769
3.0,0.5222222222222221,0.035,835.0,13.0,0.0,22.0,870.0,0.47619047619047616
3.0,0.5222222222222221,0.04,835.0,12.0,0.0,23.0,870.0,0.4615384615384615
3.0,0.5222222222222221,0.045000000000000005,835.0,11.0,0.0,24.0,870.0,0.4313725490196079
3.0,0.5222222222222221,0.05,835.0,5.0,0.0,30.0,870.0,0.2417582417582418
3.0,0.7333333333333333,0.005,835.0,35.0,0.0,0.0,870.0,0.9873417721518987
3.0,0.7333333333333333,0.01,835.0,23.0,0.0,12.0,870.0,0.881118881118881
3.0,0.7333333333333333,0.015000000000000001,835.0,21.0,0.0,14.0,870.0,0.8571428571428571
3.0,0.7333333333333333,0.02,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,0.7333333333333333,0.025,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,0.7333333333333333,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,0.7333333333333333,0.035,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,0.7333333333333333,0.04,835.0,19.0,0.0,16.0,870.0,0.8405797101449275
3.0,0.7333333333333333,0.045000000000000005,835.0,18.0,0.0,17.0,870.0,0.8235294117647058
3.0,0.7333333333333333,0.05,835.0,15.0,0.0,20.0,870.0,0.6776859504132231
3.0,0.9444444444444444,0.005,835.0,35.0,0.0,0.0,870.0,1.0
3.0,0.9444444444444444,0.01,835.0,29.0,0.0,6.0,870.0,0.9261744966442953
3.0,0.9444444444444444,0.015000000000000001,835.0,22.0,0.0,13.0,870.0,0.8732394366197184
3.0,0.9444444444444444,0.02,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,0.9444444444444444,0.025,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,0.9444444444444444,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,0.9444444444444444,0.035,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,0.9444444444444444,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,0.9444444444444444,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,0.9444444444444444,0.05,835.0,19.0,0.0,16.0,870.0,0.832116788321168
3.0,1.1555555555555557,0.005,835.0,35.0,0.0,0.0,870.0,1.0
3.0,1.1555555555555557,0.01,835.0,34.0,0.0,1.0,870.0,0.961038961038961
3.0,1.1555555555555557,0.015000000000000001,835.0,23.0,0.0,12.0,870.0,0.881118881118881
3.0,1.1555555555555557,0.02,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,1.1555555555555557,0.025,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,1.1555555555555557,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.1555555555555557,0.035,835.0,19.0,0.0,16.0,870.0,0.8489208633093526
3.0,1.1555555555555557,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.1555555555555557,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.1555555555555557,0.05,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.3666666666666667,0.005,830.0,35.0,5.0,0.0,870.0,0.9195402298850576
3.0,1.3666666666666667,0.01,835.0,35.0,0.0,0.0,870.0,0.9743589743589743
3.0,1.3666666666666667,0.015000000000000001,835.0,25.0,0.0,10.0,870.0,0.896551724137931
3.0,1.3666666666666667,0.02,835.0,22.0,0.0,13.0,870.0,0.8732394366197184
3.0,1.3666666666666667,0.025,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,1.3666666666666667,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.3666666666666667,0.035,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.3666666666666667,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.3666666666666667,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.3666666666666667,0.05,835.0,20.0,0.0,15.0,870.0,0.832116788321168
3.0,1.5777777777777777,0.005,821.0,35.0,14.0,0.0,870.0,0.8404255319148937
3.0,1.5777777777777777,0.01,835.0,34.0,0.0,1.0,870.0,0.967741935483871
3.0,1.5777777777777777,0.015000000000000001,835.0,25.0,0.0,10.0,870.0,0.896551724137931
3.0,1.5777777777777777,0.02,835.0,22.0,0.0,13.0,870.0,0.8732394366197184
3.0,1.5777777777777777,0.025,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,1.5777777777777777,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.5777777777777777,0.035,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.5777777777777777,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.5777777777777777,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.5777777777777777,0.05,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.7888888888888888,0.005,814.0,35.0,21.0,0.0,870.0,0.7899999999999999
3.0,1.7888888888888888,0.01,833.0,35.0,2.0,0.0,870.0,0.9440993788819876
3.0,1.7888888888888888,0.015000000000000001,835.0,27.0,0.0,8.0,870.0,0.9115646258503401
3.0,1.7888888888888888,0.02,835.0,22.0,0.0,13.0,870.0,0.8732394366197184
3.0,1.7888888888888888,0.025,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,1.7888888888888888,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.7888888888888888,0.035,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.7888888888888888,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.7888888888888888,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.7888888888888888,0.05,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,2.0,0.005,807.0,35.0,28.0,0.0,870.0,0.7383177570093459
3.0,2.0,0.01,829.0,35.0,6.0,0.0,870.0,0.8786127167630059
3.0,2.0,0.015000000000000001,835.0,30.0,0.0,5.0,870.0,0.9333333333333333
3.0,2.0,0.02,835.0,22.0,0.0,13.0,870.0,0.8732394366197184
3.0,2.0,0.025,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,2.0,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,2.0,0.035,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,2.0,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,2.0,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,2.0,0.05,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
4.0,0.1,0.005,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.01,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.015000000000000001,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.02,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.025,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.030000000000000002,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.035,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.04,846.0,0.0,0.0,24.0,870.0,0.0
